qid,Aen,Len,Lde,Lfr,Les,Ltr,Den,P2,P3,P287,P125,P156,P146,P771,P131,P131,?,,,,,,,,,,,,,,,,,,,,"FactGrid Items for Universities, Museums",
factgrid_id,abb,collection_name Collection,collection_name Collection,,,,,,,type of organization,collection_actor_status,collection_url,cdli_url,wikidata_id,research projs,,wiki_url_eng,collection_name_native,name_native_iso,wiki_url_native,geonames_id,collection_id,cdli_id,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,notes,to_be_deleted,url_native_iso,osm_id,osm_type,,,
,,Smit Collection,Smit Collection,Smit Collection,Smit Collection,Smit Collection,"Private collection: Smit, Amsterdam, Holland",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/727,,Q389597,Q389595,,,,,,629,727,Terminated,Person,Individual,0,NLD,NLD.9_1,NLD.9.4_1,,0,,,,,,
,,Smith College Collection,Smith College Collection,Smith College Collection,Smith College Collection,Smith College Collection,"Smith College, Northampton, Massachusetts, USA",Q21411,,Q160273,Q11276,https://www.smith.edu,https://cdli.earth/collections/732,Q49204,Q389597,Q389595,https://en.wikipedia.org/wiki/Smith_College,Smith College,eng,https://en.wikipedia.org/wiki/Smith_College,4951119,241,732,Extant,Educational institution,Group,1,USA,USA.22_1,USA.22.8_1,,0,eng,,,,Biblioteca Riccardiana,https://database.factgrid.de/entity/Q779802
,,Sotheby's Collection,Sotheby's Collection,Sotheby's Collection,Sotheby's Collection,Sotheby's Collection,Sotheby's (auction house),Q21411,,Q21907,Q11276,https://www.sothebys.com,,Q654762,Q389597,Q389595,https://en.wikipedia.org/wiki/Sotheby%27s,Sotheby's,eng,https://en.wikipedia.org/wiki/Sotheby%27s,0,1315,0,Extant,Company,Group,1,GBR,GBR.1_1,GBR.1.36_1,,0,eng,452226949,node,,Universidade de São Paulo,https://database.factgrid.de/entity/Q389250
,,Southesk Collection,Southesk Collection,Southesk Collection,Southesk Collection,Southesk Collection,Private collection: Southesk collection,Q21411,,Q173099,Q11267,,https://cdli.earth/collections/554,,Q389597,Q389595,,,,,,367,554,Unknown,Person,Individual,0,,,,,0,,,,,,
,,"Special Collections and Archives, University of Missouri-Columbia Collection","Special Collections and Archives, University of Missouri-Columbia Collection","Special Collections and Archives, University of Missouri-Columbia Collection","Special Collections and Archives, University of Missouri-Columbia Collection","Special Collections and Archives, University of Missouri-Columbia Collection","Special Collections, University of Missouri-Columbia, Columbia, Missouri, USA",Q550435,,Q160273,Q11278,https://library.missouri.edu/specialcollections,https://cdli.earth/collections/850,Q5365939,Q389597,Q389595,https://en.wikipedia.org/wiki/Ellis_Library,Special Collections and Archives,eng,https://en.wikipedia.org/wiki/Ellis_Library,0,1163,850,Extant,Educational institution,Public,1,USA,USA.26_1,USA.26.10_1,,0,eng,136080621,way,,University of Orléans,https://database.factgrid.de/entity/Q159941
,,"Special Collections, Southwestern University Collection","Special Collections, Southwestern University Collection","Special Collections, Southwestern University Collection","Special Collections, Southwestern University Collection","Special Collections, Southwestern University Collection","Special Collections, Southwestern University, Georgetown, Texas, USA",Q550435,,Q160273,Q11276,https://www.southwestern.edu/library/special-collections,https://cdli.earth/collections/838,Q3551493,Q389597,Q389595,https://en.wikipedia.org/wiki/Southwestern_University,Special Collections,eng,https://en.wikipedia.org/wiki/Southwestern_University,0,1161,838,Extant,Educational institution,Group,1,USA,USA.44_1,USA.44.246_1,,0,eng,104045491,way,,University of Perpignan,https://database.factgrid.de/entity/Q159942
,,"Special Collections, St. Catherine University Collection","Special Collections, St. Catherine University Collection","Special Collections, St. Catherine University Collection","Special Collections, St. Catherine University Collection","Special Collections, St. Catherine University Collection","Special Collections, St. Catherine University Libraries, Minneapolis-St. Paul, Minnesota, USA",Q550435,,Q160273,Q11276,https://library.stkate.edu,https://cdli.earth/collections/244,Q3444427,Q389597,Q389595,https://en.wikipedia.org/wiki/St._Catherine_University,Special Collections,eng,https://en.wikipedia.org/wiki/St._Catherine_University,0,1162,244,Extant,Educational institution,Group,1,USA,USA.24_1,USA.24.63_1,,0,eng,60783643,way,,University of Poitiers,https://database.factgrid.de/entity/Q159943
,,"Special Collections, UCLA Collection","Special Collections, UCLA Collection","Special Collections, UCLA Collection","Special Collections, UCLA Collection","Special Collections, UCLA Collection","Special Collections, UCLA, Los Angeles, California, USA",Q550435,,Q160273,Q11278,https://www.library.ucla.edu/location/library-special-collections,https://cdli.earth/collections/1072,Q5077208,Q389597,Q389595,https://en.wikipedia.org/wiki/Charles_E._Young_Research_Library,"Special Collections, UCLA",eng,https://en.wikipedia.org/wiki/Charles_E._Young_Research_Library,5404853,442,1072,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.19_1,,0,eng,,,,University of Reims,https://database.factgrid.de/entity/Q159944
,,Spencer Museum of Art Collection,Spencer Museum of Art Collection,Spencer Museum of Art Collection,Spencer Museum of Art Collection,Spencer Museum of Art Collection,"Spencer Museum of Art, University of Kansas, Lawrence, Kansas, USA",Q23239,,Q145257,Q11278,https://www.spencerart.ku.edu,https://cdli.earth/collections/717,Q1601838,Q389597,Q389595,https://en.wikipedia.org/wiki/Spencer_Museum_of_Art,Spencer Museum of Art,eng,https://en.wikipedia.org/wiki/Spencer_Museum_of_Art,7233845,262,717,Extant,Agency,Public,1,USA,USA.17_1,USA.17.23_1,,0,eng,,,,Augsburg University Library,https://database.factgrid.de/entity/Q254916
,,Spokane Public Library,Spokane Public Library,Spokane Public Library,Spokane Public Library,Spokane Public Library,"Spokane Public Library, Spokane, WA, USA",Q11249,,Q145257,Q11278,https://www.spokanelibrary.org,https://cdli.earth/collections/1381,Q30258375,Q389597,Q389595,https://en.wikipedia.org/wiki/Spokane_Public_Library,Spokane Public Library,eng,https://en.wikipedia.org/wiki/Spokane_Public_Library,0,1331,1381,Extant,Agency,Public,1,USA,USA.48_1,USA.48.32_1,,0,eng,41588017,way,,"Smithsonian Institution, Washington",https://database.factgrid.de/entity/Q749624
,,Springfield City Library,Springfield City Library,Springfield City Library,Springfield City Library,Springfield City Library,"Springfield City Library, Springfield, Massachusetts, USA",Q11249,,Q145257,Q11278,https://www.springfieldlibrary.org/library,https://cdli.earth/collections/30,Q57699614,Q389597,Q389595,,Springfield City Library,eng,,4951800,1165,30,Extant,Agency,Public,1,USA,USA.22_1,USA.22.7_1,,0,,,,,Märkisches Provinzial-Museum Berlin,https://database.factgrid.de/entity/Q749674
,,St Andrew's - The Scots Memorial Church Collection,St Andrew's - The Scots Memorial Church Collection,St Andrew's - The Scots Memorial Church Collection,St Andrew's - The Scots Memorial Church Collection,St Andrew's - The Scots Memorial Church Collection,"St. Andrew's Memorial Church, Church of Scotland, Jerusalem",Q21411,,Q34987,Q11276,https://www.standrewsjerusalem.org,https://cdli.earth/collections/363,Q501531,Q389597,Q389595,"https://en.wikipedia.org/wiki/St_Andrew%27s_Church,_Jerusalem",St Andrew's - The Scots Memorial Church,eng,https://he.wikipedia.org/wiki/כנסיית_אנדרו_הקדוש,0,583,363,Unknown,Foundation,Group,1,ISR,ISR.6_1,0,,0,heb,161067744,way,,Harvard Law Library,https://database.factgrid.de/entity/Q780351
,,St. Bernard's School of Theology and Ministry Collection,St. Bernard's School of Theology and Ministry Collection,St. Bernard's School of Theology and Ministry Collection,St. Bernard's School of Theology and Ministry Collection,St. Bernard's School of Theology and Ministry Collection,"Saint Bernard Catholic Seminary, Rochester, New York, USA",Q21411,,Q160273,Q11276,https://www.stbernards.edu,https://cdli.earth/collections/975,Q7587290,Q389597,Q389595,https://en.wikipedia.org/wiki/St._Bernard%27s_School_of_Theology_and_Ministry,St. Bernard's School of Theology and Ministry,eng,https://en.wikipedia.org/wiki/St._Bernard%27s_School_of_Theology_and_Ministry,0,1132,975,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.29_1,,0,eng,942489866,way,,Paris Nanterre University,https://database.factgrid.de/entity/Q534914
,,St. Louis Public Library,St. Louis Public Library,St. Louis Public Library,St. Louis Public Library,St. Louis Public Library,"Saint Louis Public Library, St. Louis, Missouri, USA",Q11249,,Q145257,Q11278,https://www.slpl.org,https://cdli.earth/collections/1286,Q7589673,Q389597,Q389595,https://en.wikipedia.org/wiki/St._Louis_Public_Library,St. Louis Public Library,eng,https://en.wikipedia.org/wiki/St._Louis_Public_Library,0,656,1286,Extant,Agency,Public,1,USA,USA.26_1,USA.26.95_1,,0,eng,108704951,way,,"Steiermärkisches landschaftliches Joanneum, Graz",https://database.factgrid.de/entity/Q749505
,,Staley Library,Staley Library,Staley Library,Staley Library,Staley Library,"Staley Library, Millikin University, Decatur, Illinois, USA",Q550435,,Q160273,Q11278,https://millikin.edu/staley,https://cdli.earth/collections/1011,,Q389597,Q389595,,Staley Library,eng,,4250568,214,1011,Extant,Educational institution,Public,1,USA,USA.14_1,USA.14.56_1,,0,,,,,University of Toulouse,https://database.factgrid.de/entity/Q159945
,,Stan Bradeen Collection,Stan Bradeen Collection,Stan Bradeen Collection,Stan Bradeen Collection,Stan Bradeen Collection,"Stan Bradeen, Burlington, Vermont, USA",Q21411,,,Q11276,,https://cdli.earth/collections/697,,Q389597,Q389595,,,,,,1166,697,Unknown,Unknown,Unknown,0,USA,USA.46_1,USA.46.4_1,,0,,,,,,
,,Stanford Libraries Collection,Stanford Libraries Collection,Stanford Libraries Collection,Stanford Libraries Collection,Stanford Libraries Collection,"Stanford University Libraries, Stanford University, Stanford, California, USA",Q550435,,Q160273,Q11276,https://library.stanford.edu,https://cdli.earth/collections/160,Q7598806,Q389597,Q389595,https://en.wikipedia.org/wiki/Stanford_University_Libraries,Stanford Libraries,eng,https://en.wikipedia.org/wiki/Stanford_University_Libraries,0,1167,160,Extant,Educational institution,Group,1,USA,USA.5_1,USA.5.43_1,,0,eng,232805660,way,,University of Pau,https://database.factgrid.de/entity/Q159946
,,State Historical Museum,State Historical Museum,State Historical Museum,State Historical Museum,State Historical Museum,"State Historical Museum, Moscow, Russia",Q23239,,Q145257,Q11278,https://shm.ru/,,Q1140429,Q389597,Q389595,https://en.wikipedia.org/wiki/State_Historical_Museum,Государственный исторический музей,rus,https://ru.wikipedia.org/wiki/Государственный_исторический_музей,6956707,1413,0,Extant,Agency,Public,1,RUS,RUS.43_1,RUS.43.1_1,,0,rus,5963922,relation,,Admont Abbey Library,https://database.factgrid.de/entity/Q255187
,,State Library of South Australia Collection,State Library of South Australia Collection,State Library of South Australia Collection,State Library of South Australia Collection,State Library of South Australia Collection,"State Library of South Australia, Adelaide, South Australia, Australia",Q11249,,Q145257,Q11278,https://www.slsa.sa.gov.au,https://cdli.earth/collections/12,Q7603406,Q389597,Q389595,https://en.wikipedia.org/wiki/State_Library_of_South_Australia,State Library of South Australia,eng,https://en.wikipedia.org/wiki/State_Library_of_South_Australia,0,1168,12,Extant,Agency,Public,1,AUS,AUS.8_1,AUS.8.1_1,,0,eng,677417155,way,,Landesmuseum Württemberg,https://database.factgrid.de/entity/Q644457
,,State Library Victoria Collection,State Library Victoria Collection,State Library Victoria Collection,State Library Victoria Collection,State Library Victoria Collection,"State Library of Victoria, Melbourne, Australia",Q11249,,Q145257,Q11278,https://www.slv.vic.gov.au,https://cdli.earth/collections/1160,Q1200052,Q389597,Q389595,https://en.wikipedia.org/wiki/State_Library_Victoria,State Library Victoria,eng,https://en.wikipedia.org/wiki/State_Library_Victoria,0,1169,1160,Extant,Agency,Public,1,AUS,AUS.10_1,AUS.10.44_1,,0,eng,22820458,way,,"Antiquarium / Staatliche Antikensammlungen, Munich",https://database.factgrid.de/entity/Q701542
,,"State Museum of Egyptian Art, Munich Collection","State Museum of Egyptian Art, Munich Collection","State Museum of Egyptian Art, Munich Collection","State Museum of Egyptian Art, Munich Collection","State Museum of Egyptian Art, Munich Collection","Staatliches Museum Ägyptischer Kunst, Munich, Germany",Q23239,,Q145257,Q11278,https://smaek.de,https://cdli.earth/collections/970,Q464872,Q389597,Q389595,https://en.wikipedia.org/wiki/Staatliche_Sammlung_für_Ägyptische_Kunst,Staatliches Museum Ägyptischer Kunst,deu,https://de.wikipedia.org/wiki/Staatliches_Museum_Ägyptischer_Kunst,10279210,340,970,Extant,Agency,Public,1,DEU,DEU.2_1DEU.2.54_1,,,0,deu,,,,State Library Coburg,https://database.factgrid.de/entity/Q256626
,,Stawarczyk Collection,Stawarczyk Collection,Stawarczyk Collection,Stawarczyk Collection,Stawarczyk Collection,"Private collection: Stawarczyk, unlocated",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/911,,Q389597,Q389595,,,,,,1170,911,Unknown,Person,Individual,0,,,,,0,,,,,,
,,Stephen K. Osman Collection,Stephen K. Osman Collection,Stephen K. Osman Collection,Stephen K. Osman Collection,Stephen K. Osman Collection,"Private collection: Osman, Stephen K., Minneapolis, Minnesota, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/401,,Q389597,Q389595,,,,,,1085,401,Unknown,Person,Individual,0,USA,USA.24_1,USA.24.27_1,,0,,,,,,
,,Stevenson Collection,Stevenson Collection,Stevenson Collection,Stevenson Collection,Stevenson Collection,"Private collection: Stevenson, unlocated",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1271,,Q389597,Q389595,,,,,,298,1271,Unknown,Person,Individual,0,,,,,0,,,,,,
,,Strange Imports Collection,Strange Imports Collection,Strange Imports Collection,Strange Imports Collection,Strange Imports Collection,"Strange Imports (gallery), Carbondale, CO, USA",Q21411,,Q21907,Q11276,https://www.strangeimports.com,,,Q389597,Q389595,,Strange Imports,eng,,,1361,0,Extant,Company,Group,0,USA,USA.33_1,USA.33.32_1,,0,,,,,University of Pittsburgh,https://database.factgrid.de/entity/Q448803
,,Strauss Collection,Strauss Collection,Strauss Collection,Strauss Collection,Strauss Collection,"Private collection: Strauss, unlocated",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/325,,Q389597,Q389595,,,,,,585,325,Unknown,Person,Individual,0,,,,,0,,,,,,
,,Suffield Historical Society Collection,Suffield Historical Society Collection,Suffield Historical Society Collection,Suffield Historical Society Collection,Suffield Historical Society Collection,"Historical Society, Suffield, Connecticut, USA",Q21411,,Q34987,Q11276,http://www.suffieldhistoricalsociety.org/museum,https://cdli.earth/collections/1131,Q72081406,Q389597,Q389595,,Suffield Historical Society,eng,,0,155,1131,Extant,Foundation,Group,0,USA,USA.7_1,USA.7.2_1,,0,,660094160,way,,Biblioteca de Menéndez Pelayo,https://database.factgrid.de/entity/Q780083
,,"Superintendence of Cultural Heritage, Malta Collection","Superintendence of Cultural Heritage, Malta Collection","Superintendence of Cultural Heritage, Malta Collection","Superintendence of Cultural Heritage, Malta Collection","Superintendence of Cultural Heritage, Malta Collection","Superintendence of Cultural Heritage, Malta; Malta",Q21411,,Q145257,Q11276,https://culture.gov.mt/en/culturalheritage,https://cdli.earth/collections/632,,Q389597,Q389595,,Sovrintendenza tal-patrimonju kulturali,mlt,,0,3,632,Extant,Agency,Public,0,MLT,MLT.5_1,MLT.5.13_1,,0,,,,,University of Cologne,https://database.factgrid.de/entity/Q222741
,,Susa Museum,Susa Museum,Susa Museum,Susa Museum,Susa Museum,"Archaeological Museum, Susa, Iran",Q23239,,,Q11276,,https://cdli.earth/collections/1333,,Q389597,Q389595,,موزه شوش,fas,,0,1415,1333,Extant,Unknown,Unknown,1,IRN,IRN.15_1,IRN.15.14_1,,0,,378357783,way,,University of Münster,https://database.factgrid.de/entity/Q43648
,,Syracuse University Library,Syracuse University Library,Syracuse University Library,Syracuse University Library,Syracuse University Library,"Syracuse University Library, Syracuse, New York, USA",Q550435,,Q160273,Q11276,https://library.syracuse.edu,https://cdli.earth/collections/139,Q617433,Q389597,Q389595,https://en.wikipedia.org/wiki/Syracuse_University,Syracuse University Library,eng,https://en.wikipedia.org/wiki/Syracuse_University,7180693,1175,139,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.35_1,,0,eng,,,,University of Nancy,https://database.factgrid.de/entity/Q160221
,,Szlechter Collection,Szlechter Collection,Szlechter Collection,Szlechter Collection,Szlechter Collection,"Private collection: Szlechter, France",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1054,,Q389597,Q389595,,,,,,1176,1054,Unknown,Person,Individual,0,FRA,,,,0,,,,,,
,,T. Hummel Collection,T. Hummel Collection,T. Hummel Collection,T. Hummel Collection,T. Hummel Collection,"Private collection: Hummel, T., Milpitas, California, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/875,,Q389597,Q389595,,,,,,933,875,Unknown,Person,Individual,0,USA,USA.5_1,USA.5.43_1,,0,,,,,,
,,Taber Collection,Taber Collection,Taber Collection,Taber Collection,Taber Collection,"Private collection: Taber, Dale City, California, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/487,,Q389597,Q389595,,,,,,1177,487,Unknown,Person,Individual,0,USA,USA.5_1,,,0,,,,,,
,,Takahashi Collection,Takahashi Collection,Takahashi Collection,Takahashi Collection,Takahashi Collection,"Takahashi Collection, Municipal Museum, Fujisawa, Japan",Q21411,,Q145257,Q11278,,https://cdli.earth/collections/1253,,Q389597,Q389595,,高橋コレクション,jpn,,,345,1253,Unknown,Agency,Public,0,JPN,JPN.19_1,JPN.19.6_1,,0,,,,,"Presidency University, Kolkata",https://database.factgrid.de/entity/Q220556
,,Takashi Taniichi Collection,Takashi Taniichi Collection,Takashi Taniichi Collection,Takashi Taniichi Collection,Takashi Taniichi Collection,"Private collection: Takashi Taniichi, Yokohama, Japan",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/817,,Q389597,Q389595,,,,,,1178,817,Unknown,Person,Individual,0,JPN,JPN.19_1,,,0,,,,,,
,,Tartous Museum,Tartous Museum,Tartous Museum,Tartous Museum,Tartous Museum,Tartous Museum,Q23239,,Q145257,Q11278,http://dgam.gov.sy/المتاحف-الوطنية/متحف-طرطوس/,,Q1749276,Q389597,Q389595,https://en.wikipedia.org/wiki/Cathedral_of_Our_Lady_of_Tortosa,المتاحف الوطنية طرطوس,ara,https://ar.wikipedia.org/wiki/كاتدرائية_طرطوس,0,1399,0,Extant,Agency,Public,1,SYR,SYR.14_1,SYR.14.5_1,,0,,160475413,way,,Gdansk Library of the Polish Academy of Sciences,https://database.factgrid.de/entity/Q256629
,,Tel Aviv University Collection,Tel Aviv University Collection,Tel Aviv University Collection,Tel Aviv University Collection,Tel Aviv University Collection,Tel Aviv University,Q21411,Q529854,Q160273,Q11278,https://www.tau.ac.il,,Q319239,Q389597,Q389595,https://en.wikipedia.org/wiki/Tel_Aviv_University,אוניברסיטת תל אביב,heb,https://he.wikipedia.org/wiki/אוניברסיטת_תל_אביב,0,1265,0,Extant,Educational institution,Public,1,ISR,ISR.7_1,,,0,heb,819848529,way,,Arts et Métiers ParisTech,https://database.factgrid.de/entity/Q456347
,,Tenri University Sankokan Museum,Tenri University Sankokan Museum,Tenri University Sankokan Museum,Tenri University Sankokan Museum,Tenri University Sankokan Museum,"Tenri Sankokan Museum, Tenri University, Tenri, Nara, Japan",Q23239,,Q160273,Q11276,https://www.sankokan.jp,https://cdli.earth/collections/941,Q17229261,Q389597,Q389595,https://en.wikipedia.org/wiki/Tenri_University_Sankōkan_Museum,天理大学附属天理参考館,jpn,https://ja.wikipedia.org/wiki/天理大学附属天理参考館,0,1180,941,Unknown,Educational institution,Group,1,JPN,JPN.28_1,JPN.28.33_1,,0,jpn,1423058084,node,,Bodmer Foundation,https://database.factgrid.de/entity/Q511921
,,Terra Sancta Museum,Terra Sancta Museum,Terra Sancta Museum,Terra Sancta Museum,Terra Sancta Museum,"Studium Biblicum Franciscanum Archaeological Museum, Jerusalem",Q23239,,Q160273,Q11276,https://www.terrasanctamuseum.org/en/the-sections-of-the-museum/archaeological-section,https://cdli.earth/collections/867,Q57272667,Q389597,Q389595,,,,https://fr.wikipedia.org/wiki/Terra_Sancta_Museum,0,259,867,Extant,Educational institution,Group,1,PSE,PSE.2_1,PSE.2.5_1,,0,fra,744674896,way,,John Rylands Library,https://database.factgrid.de/entity/Q511942
,,The A.V. Lane Museum,The A.V. Lane Museum,The A.V. Lane Museum,The A.V. Lane Museum,The A.V. Lane Museum,"A. V. Lane Museum, Bridwell Library, Southern Methodist University, Dallas, Texas, USA",Q23239,,Q160273,Q11276,https://sites.smu.edu/bridwell/specialcollections/avlane/avlanehome.htm,https://cdli.earth/collections/1195,Q7169057,Q389597,Q389595,https://en.wikipedia.org/wiki/Perkins_School_of_Theology,The A.V. Lane Museum Collection,eng,https://en.wikipedia.org/wiki/Perkins_School_of_Theology,0,688,1195,Extant,Educational institution,Group,1,USA,USA.44_1,USA.44.57_1,,0,eng,289392141,way,,"Rutgers University Library, New Jersey",https://database.factgrid.de/entity/Q272580
,,The Royal Museum of Mariemont Collection,The Royal Museum of Mariemont Collection,The Royal Museum of Mariemont Collection,The Royal Museum of Mariemont Collection,The Royal Museum of Mariemont Collection,"Musée Royal de Mariemont, Morlanwelz, Belgium",Q23239,,Q145257,Q11278,http://www.musee-mariemont.be,https://cdli.earth/collections/988,Q1976221,Q389597,Q389595,https://en.wikipedia.org/wiki/Musée_royal_de_Mariemont,Musée royal de Mariemont,fra,https://nl.wikipedia.org/wiki/Musée_Royal_de_Mariemont,11203952,392,988,Extant,Agency,Public,1,BEL,BEL.3_1,BEL.3.2_1,,0,nld,,,,Abbey Library Klosterneuburg,https://database.factgrid.de/entity/Q256638
,,Thierry Collection,Thierry Collection,Thierry Collection,Thierry Collection,Thierry Collection,"Private collection: Sammlung Thierry, Paris, France",Q21411,,Q173099,Q11267,,,,Q389597,Q389595,,,,,,1135,698; 925,Unknown,Person,Individual,0,FRA,FRA.8_1,FRA.8.3_1,,0,,,,,,
,,Thistlethwaite Collection,Thistlethwaite Collection,Thistlethwaite Collection,Thistlethwaite Collection,Thistlethwaite Collection,"Private collection: Thistlethwaite, Hartfield, Hertfordshire UK",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1105,,Q389597,Q389595,,,,,,1184,1105,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.41_1,,0,,,,,,
,,Thomaston Place Auction Galleries Collection,Thomaston Place Auction Galleries Collection,Thomaston Place Auction Galleries Collection,Thomaston Place Auction Galleries Collection,Thomaston Place Auction Galleries Collection,Thomaston Place (auction house),Q21411,,Q21907,Q11276,https://thomastonauction.com,https://cdli.earth/collections/−190,,Q389597,Q389595,,Thomaston Place Auction Galleries,eng,,0,1312,-190,Extant,Company,Group,1,USA,USA.20_1,USA.20.7_1,,0,,7242810602,node,,University of Peradeniya,https://database.factgrid.de/entity/Q393453
,,Timeline Auctions Collection,Timeline Auctions Collection,Timeline Auctions Collection,Timeline Auctions Collection,Timeline Auctions Collection,Timeline Auctions (auction house),Q21411,,Q21907,Q11276,https://timelineauctions.com,https://cdli.earth/collections/−190,,Q389597,Q389595,,Timeline Auctions,eng,,0,1319,-190,Extant,Company,Group,1,GBR,GBR.1_1,GBR.1.33_1,,0,,190442888,way,,University of Lancaster,https://database.factgrid.de/entity/Q394178
,,Tokyo National Museum,Tokyo National Museum,Tokyo National Museum,Tokyo National Museum,Tokyo National Museum,"Tokyo National Museum, Tokyo, Japan",Q23239,,Q145257,Q11278,https://www.tnm.jp,https://cdli.earth/collections/497,Q653433,Q389597,Q389595,https://en.wikipedia.org/wiki/Tokyo_National_Museum,東京国立博物館,jpn,https://ja.wikipedia.org/wiki/東京国立博物館,7911169,346,497,Extant,Agency,Public,1,JPN,JPN.41_1,JPN.41.5_1,,0,jpn,,,,Historical Library of the City of Rastatt,https://database.factgrid.de/entity/Q256641
,,Toledo Museum of Art Collection,Toledo Museum of Art Collection,Toledo Museum of Art Collection,Toledo Museum of Art Collection,Toledo Museum of Art Collection,"Toledo Museum of Art, Toledo, Ohio, USA",Q23239,,Q34987,Q11276,https://www.toledomuseum.org,https://cdli.earth/collections/236,Q1743116,Q389597,Q389595,https://en.wikipedia.org/wiki/Toledo_Museum_of_Art,Toledo Museum of Art,eng,https://en.wikipedia.org/wiki/Toledo_Museum_of_Art,5174059,243,236,Extant,Foundation,Group,1,USA,USA.36_1,USA.36.49_1,,0,eng,,,,Corpus Christi College Library and Archive,https://database.factgrid.de/entity/Q779790
,,Topkapi Palace Museum,Topkapi Palace Museum,Topkapi Palace Museum,Topkapi Palace Museum,Topkapi Palace Museum,"Topkapı Sarayı Müzesi, Istanbul, Turkey",Q23239,,Q145257,Q11278,https://www.millisaraylar.gov.tr/saraylar/topkapi-sarayi,https://cdli.earth/collections/396,Q64682290,Q389597,Q389595,https://en.wikipedia.org/wiki/Topkapı_Palace,Topkapı Sarayı Müzesi,tur,https://tr.wikipedia.org/wiki/Topkapı_Sarayı,738700,426,396,Extant,Agency,Public,1,TUR,TUR.40_1,TUR.40.20_1,,0,tur,,,,Vatican Library,https://database.factgrid.de/entity/Q256642
,,Toppan Library Rare Books Collections,Toppan Library Rare Books Collections,Toppan Library Rare Books Collections,Toppan Library Rare Books Collections,Toppan Library Rare Books Collections,"Toppan Rare Books Library, University of Wyoming, Laramie, Wyoming, USA",Q550435,,Q160273,Q11278,https://www.uwyo.edu/ahc/toppan/rare-books.html,https://cdli.earth/collections/335,Q4743983,Q389597,Q389595,https://en.wikipedia.org/wiki/American_Heritage_Center,Toppan Library Rare Books Collections,eng,https://en.wikipedia.org/wiki/American_Heritage_Center,0,450,335,Extant,Educational institution,Public,1,USA,USA.51_1,USA.51.1_1,,0,eng,402823265,way,,University of Stuttgart,https://database.factgrid.de/entity/Q160232
,,Tournay Collection,Tournay Collection,Tournay Collection,Tournay Collection,Tournay Collection,"Private collection: Tournay, unlocated",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/816,,Q389597,Q389595,,,,,,122,816,Unknown,Person,Individual,0,,,,,0,,,,,,
,,Towner Collection,Towner Collection,Towner Collection,Towner Collection,Towner Collection,"Private collection: Towner, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1033,,Q389597,Q389595,,,,,,1188,1033,Unknown,Person,Individual,0,USA,,,,0,,,,,,
,,Treasuring the Word Rare Bible & Book Museum,Treasuring the Word Rare Bible & Book Museum,Treasuring the Word Rare Bible & Book Museum,Treasuring the Word Rare Bible & Book Museum,Treasuring the Word Rare Bible & Book Museum,"Treasuring the Word Rare Bible & Book Museum, Sevierville, Tennessee, USA",Q23239,,,Q11276,,https://cdli.earth/collections/1151,,Q389597,Q389595,,Treasuring the Word Rare Bible & Book Museum,eng,,0,1190,1151,Terminated,Uncertain,Unknown,1,USA,USA.43_1,USA.43.78_1,,0,,416311639,way,,Friedrich-Alexander-University Erlangen-Nuremberg (FAU),https://database.factgrid.de/entity/Q23051
,,Trestrail Collection,Trestrail Collection,Trestrail Collection,Trestrail Collection,Trestrail Collection,"Private collection: Trestrail, Kalamazoo, Michigan, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/355,,Q389597,Q389595,,,,,,1191,355,Unknown,Person,Individual,0,USA,USA.23_1,USA.23.39_1,,0,,,,,,
,,"Trinity College, University of Cambridge Collection","Trinity College, University of Cambridge Collection","Trinity College, University of Cambridge Collection","Trinity College, University of Cambridge Collection","Trinity College, University of Cambridge Collection","Trinity College, University of Cambridge, Cambridge, UK",Q21411,Q529854,Q160273,Q11276,https://www.trin.cam.ac.uk,https://cdli.earth/collections/990,Q332342,Q389597,Q389595,"https://en.wikipedia.org/wiki/Trinity_College,_Cambridge",Trinity College,eng,"https://en.wikipedia.org/wiki/Trinity_College,_Cambridge",7302218,1192,990,Extant,Educational institution,Group,1,GBR,GBR.1_1,GBR.1.16_1,,0,eng,,,,Catholic University of Lublin,https://database.factgrid.de/entity/Q456388
